X;participantID;wave;group;wordID;word;valence;firstOrder;comment;word.comment;intendedVote;ratingLaw;mean_valence_macro
29;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;2ecb16ac-8449-4a07-bb8e-1be1074158b0;Klimastreiker;-3;teuer;"Gehen mir auf den Sack
";"Klimastreiker Gehen mir auf den Sack
";0;2;-0,222222222
30;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;c8fb7756-add0-415b-83cf-2ef921ef0ed4;teuer;-1;Klimagesetz ## Klimastreiker ## CO2 Reduktion ## Neue Technologien;;teuer;0;2;-0,222222222
31;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;cb6d82af-0320-43ce-8f35-cc96e238a321;Nachhaltigkeit;0;Klimagesetz ## Subventionen ## Verbot von Import;;Nachhaltigkeit;0;2;-0,222222222
32;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;95826832-c5f8-4477-9318-9559b6b7c5c0;CO2 Reduktion;1;Klimagesetz ## teuer ## Zukunft;;CO2 Reduktion;0;2;-0,222222222
33;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;7264618e-77ed-4aa0-b9ed-3f8843c0279f;Neue Technologien;2;teuer;;Neue Technologien;0;2;-0,222222222
34;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;bc990576-076a-4640-b2b2-a20b3d60a978;Subventionen;0;Nachhaltigkeit;;Subventionen;0;2;-0,222222222
35;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;8098ea70-756a-4e2f-81ee-93daf741d45e;Zukunft;1;CO2 Reduktion;;Zukunft;0;2;-0,222222222
36;68c497441cae99543f78b5e9c82b433a_t1;t1;experimentalGroup;4baa0be2-6e35-44e1-b51e-9a38385a1211;Verbot von Import;-2;Nachhaltigkeit;;Verbot von Import;0;2;-0,222222222
37;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;f6695650-cacc-4244-be78-872bf96fe056;Klimagesetz;1;Weniger Abhänigkeit ## Keine Verbote ## Teuere Strompreise ## Erst 2050 ## Umwelt schützen ## Unterstützung innovativer Firmen ## Unterstützung Umbau Heizung;;Klimagesetz;1;6;1,25
38;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;511fcda2-4596-4475-8bcc-8e821b8d4b7c;Weniger Abhänigkeit;2;Klimagesetz;;Weniger Abhänigkeit;1;6;1,25
39;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;c5ec1d8f-1b9c-4ba0-b8ac-24505e1977e0;Keine Verbote;3;Klimagesetz;;Keine Verbote;1;6;1,25
40;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;be78d2b7-a1c2-4876-9f28-00b30cff6a33;Teuere Strompreise;-2;Klimagesetz;;Teuere Strompreise;1;6;1,25
41;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;d7b475ee-9231-4ba9-8969-12132b74f93d;Erst 2050;-1;Klimagesetz;;Erst 2050;1;6;1,25
42;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;dd6b9321-baab-4c87-a6a7-db7ad1e144b1;Umwelt schützen;3;Klimagesetz;;Umwelt schützen;1;6;1,25
43;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;18371490-f443-4338-be54-41f7fe5f1f52;Unterstützung innovativer Firmen;2;Klimagesetz;;Unterstützung innovativer Firmen;1;6;1,25
44;e6d1267a5a088d9d1529db6b6b7d8e87_t1;t1;experimentalGroup;77f1357e-9c0d-4d64-880b-6c51ede44146;Unterstützung Umbau Heizung;2;Klimagesetz;;Unterstützung Umbau Heizung;1;6;1,25
45;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;e502e9c5-0db6-4fb5-a678-0d643df9d7a6;Klimagesetz;0;frische Lebensmittel ## im freien ## teuer ## wenig Auswahl ## leckere Lebensmittel;;Klimagesetz;1;4,5;0,333333333
46;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;3f95dbf5-9b6d-4848-82ba-28b5207a1491;frische Lebensmittel;3;Klimagesetz ## leckere Lebensmittel;;frische Lebensmittel;1;4,5;0,333333333
47;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;22b444ee-870e-4825-8f0c-511a6977151c;im freien;10;Klimagesetz ## schlechtes Wetter ## frische Luft ## schöne Natur;;im freien;1;4,5;0,333333333
48;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;b14c2941-0403-436f-aa8b-70d2d6653fd5;schlechtes Wetter;-3;im freien;;schlechtes Wetter;1;4,5;0,333333333
49;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;6d15e8b0-f69c-4200-898c-7f5e0a31c2d6;teuer;-3;Klimagesetz;;teuer;1;4,5;0,333333333
50;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;072d43b3-dfe8-4c60-86a8-d4c69f29c835;wenig Auswahl;-3;Klimagesetz;;wenig Auswahl;1;4,5;0,333333333
51;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;e346be90-76fd-4590-8d33-ef9a5a051d7e;leckere Lebensmittel;3;Klimagesetz ## frische Lebensmittel;;leckere Lebensmittel;1;4,5;0,333333333
52;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;5e02b935-5a98-4140-baf9-860e42fdf4ea;frische Luft;3;im freien;;frische Luft;1;4,5;0,333333333
53;136a2f64d56fa4246d47591ca8d033bc_t1;t1;experimentalGroup;575108f1-524b-45e0-8fff-df8e2a703e2f;schöne Natur;3;im freien;;schöne Natur;1;4,5;0,333333333
54;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;43f70bae-100d-4959-a0c3-d4c926ddbcee;Klimagesetz;0;frische Lebensmittel ## lecker Lebensmittel ## im freien ## wenig Auswahl ## teuer;;Klimagesetz;1;4;0,333333333
55;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;ec7c90d7-95b0-4646-8151-dc2656a9f615;frische Lebensmittel;3;Klimagesetz ## lecker Lebensmittel;;frische Lebensmittel;1;4;0,333333333
56;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;0a6f6f8d-c32a-405c-a2dd-b28371f3247e;lecker Lebensmittel;3;Klimagesetz ## frische Lebensmittel;;lecker Lebensmittel;1;4;0,333333333
57;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;bc95e39c-a36f-4582-af63-3ad37687cc3f;im freien;10;Klimagesetz ## schlechtes Wetter ## frische Luft ## schöne Natur;;im freien;1;4;0,333333333
58;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;72266a26-fe17-4098-a4f9-539926dc7c93;wenig Auswahl;-3;Klimagesetz;;wenig Auswahl;1;4;0,333333333
59;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;4ba4656b-1af3-45ad-909f-94a856d62ad4;teuer;-3;Klimagesetz;;teuer;1;4;0,333333333
60;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;0c573204-8612-402a-8e64-9630b335a6b1;schlechtes Wetter;-3;im freien;;schlechtes Wetter;1;4;0,333333333
61;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;4a389c62-b701-4278-a4b5-e8a7a9d72991;frische Luft;3;im freien;;frische Luft;1;4;0,333333333
62;1465f529c9bf82664d10d0be7ff0be56_t1;t1;experimentalGroup;72c4dd4d-000a-4c25-8fb7-cd1f90c85c4b;schöne Natur;3;im freien;;schöne Natur;1;4;0,333333333
63;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;2b230d95-9acb-43a1-879f-24af696a8128;Klimagesetz;-2;Kosten ## Zusammenarbeit International ## AKW ## Wasserkraft ## Elektroautos ## Bevölkerungswachstum ## Inflation ## Frankreich und Japan ## Schweiz ## Kohlenkraftwerke ## Strombedarf;;Klimagesetz;0;3;-0,615384615
64;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;5c93f70a-8482-447e-b02f-3465d22c7db2;Kosten;-2;Klimagesetz;;Kosten;0;3;-0,615384615
65;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;9ddcf55e-3c45-4c0b-bb66-8efca34d7cb0;Zukunft;2;Schweiz;;Zukunft;0;3;-0,615384615
66;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;f1899959-8cbb-4ec8-9b18-5d9b14f2dd34;Zusammenarbeit International;10;Klimagesetz;;Zusammenarbeit International;0;3;-0,615384615
67;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;72bfa0f2-557a-43c8-9d8c-345cad9d0851;AKW;1;Klimagesetz;;AKW;0;3;-0,615384615
68;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;3223d903-a21a-4373-bbcf-f93fa7f88c79;Wasserkraft;2;Klimagesetz;;Wasserkraft;0;3;-0,615384615
69;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;c4828e15-1b0d-48e3-89c4-33fb7a8b6805;Elektroautos;-2;Klimagesetz;;Elektroautos;0;3;-0,615384615
70;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;5e16e20c-f4e8-4555-8651-4d45502fdf32;Bevölkerungswachstum;-1;Klimagesetz;;Bevölkerungswachstum;0;3;-0,615384615
71;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;76ddecef-1380-40af-81b1-3cfd49a4e8e0;Inflation;-1;Klimagesetz;;Inflation;0;3;-0,615384615
72;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;c19fb622-2123-48a4-a614-9944fcf96940;Frankreich und Japan;-2;Klimagesetz;;Frankreich und Japan;0;3;-0,615384615
73;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;23b5ab80-bad6-41cb-a8d6-dd10c9ac5912;Schweiz;1;Klimagesetz ## Zukunft;;Schweiz;0;3;-0,615384615
74;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;91beae35-82ac-4075-a5ba-cdfb463aa031;Kohlenkraftwerke;-2;Klimagesetz;;Kohlenkraftwerke;0;3;-0,615384615
75;999df54f136f474374d646d9a0f3a738_t1;t1;experimentalGroup;f7eea265-f719-418b-8b45-1d27a660b3de;Strombedarf;-2;Klimagesetz;;Strombedarf;0;3;-0,615384615
76;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;6384ed49-e095-4a01-99cf-55fd8d4817cd;Klimagesetz;0;bei lokalen bauern ## erderwärmung ## CO2 ausstoss ## strom sparen ## zu fuss gehen ## massnahmen ergreifen ## Global ## physicscher fussabdruck;;Klimagesetz;1;7,5;0,666666667
77;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;0530eef1-0058-48e1-88ee-19e1b8088c41;bei lokalen bauern;3;Klimagesetz;;bei lokalen bauern;1;7,5;0,666666667
78;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;4dd4bf81-ccbe-4c17-8de6-8e9c5fcd1576;erderwärmung;-3;Klimagesetz;;erderwärmung;1;7,5;0,666666667
79;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;beecd0c3-d94b-4caa-b8ad-f375d81c57a4;CO2 ausstoss;2;Klimagesetz;;CO2 ausstoss;1;7,5;0,666666667
80;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;6e1291ac-29ba-4ac4-8525-339b433c4264;strom sparen;1;Klimagesetz;;strom sparen;1;7,5;0,666666667
81;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;2122cebe-6526-4675-a250-744155862e0f;zu fuss gehen;3;Klimagesetz;;zu fuss gehen;1;7,5;0,666666667
82;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;7e0cc833-c18d-4507-abbb-47c8232573b5;massnahmen ergreifen;1;Klimagesetz;;massnahmen ergreifen;1;7,5;0,666666667
83;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;4de214fe-5b1a-4fae-9449-958f8913c893;Global;-2;Klimagesetz;;Global;1;7,5;0,666666667
84;6eae5c69a6309508aba04e453830f940_t1;t1;experimentalGroup;d37b6240-39eb-4c8f-8f3b-3be7668ffee0;physicscher fussabdruck;1;Klimagesetz;;physicscher fussabdruck;1;7,5;0,666666667
85;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;57fd4ddc-5b3d-4007-b4e7-1fa410e62891;Klimagesetz;10;Umwelt ## Tiere & Natur ## Überbevölkerung ## Klimaaktivisten ## Wirtschaft;;Klimagesetz;1;6;-0,666666667
86;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;55acc2d2-aaf9-4d09-8933-f1eed6d8f410;Umwelt;1;Klimagesetz ## bedrohte Tierarten;;Umwelt;1;6;-0,666666667
87;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;3ba8f72b-3916-40c2-af89-ebd35e985bb8;Tiere & Natur;1;Klimagesetz ## bedrohte Tierarten;;Tiere & Natur;1;6;-0,666666667
88;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;a3acd196-a1b0-4c0a-bd79-249ae7118cb4;Überbevölkerung;-2;Klimagesetz ## Klimakatastrophen ## Co2 Ausstoss;;Überbevölkerung;1;6;-0,666666667
89;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;e63b3c94-9eef-4f9d-b6e4-3e2e70e2a406;Klimakatastrophen;-1;Überbevölkerung;;Klimakatastrophen;1;6;-0,666666667
90;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;58eee50b-95e4-42e8-a500-f50733a1256b;Co2 Ausstoss;-2;Überbevölkerung;;Co2 Ausstoss;1;6;-0,666666667
91;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;8abe2051-f83f-413f-9443-d356ee91b975;bedrohte Tierarten;-1;Umwelt ## Tiere & Natur;;bedrohte Tierarten;1;6;-0,666666667
92;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;57355f0e-5561-476b-8f27-941b5a7f4d2b;Klimaaktivisten;-2;Klimagesetz;;Klimaaktivisten;1;6;-0,666666667
93;2523ad29637c9e0714fd12cbffe63d70_t1;t1;experimentalGroup;9ce23165-2306-4b15-8e18-98b7d82a7f7c;Wirtschaft;10;Klimagesetz;;Wirtschaft;1;6;-0,666666667
94;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;d341e2fa-17b4-42d2-9f1f-d8063ca37aec;Klimagesetz;2;Vegetarier ## Foodwaste;;Klimagesetz;1;7;2,25
95;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;41265f18-7fc7-4448-8980-2983f3efa2e1;Regionale Produkte;3;Vegetarier;;Regionale Produkte;1;7;2,25
96;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;48d9a154-f0de-4e29-9b9f-cab7654b4ddb;Vegetarier;3;Klimagesetz ## Regionale Produkte ## Verminderung CO2-Austoss ## Reisen ohne Flugzeug;;Vegetarier;1;7;2,25
97;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;2d1a0d4e-24ce-4393-802b-9e9686cc9687;Bioprodukte;1;Foodwaste;;Bioprodukte;1;7;2,25
98;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;8449d43e-ee6d-4e2f-b1fb-9b4e98712a32;Verminderung CO2-Austoss;1;Vegetarier;;Verminderung CO2-Austoss;1;7;2,25
99;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;29854586-e812-4527-bef8-67c1a37f5816;Reisen ohne Flugzeug;2;Vegetarier;;Reisen ohne Flugzeug;1;7;2,25
100;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;80da5eca-7251-4232-bfe8-f539384d3a68;Einkaufen mit Köpfchen;3;Foodwaste;;Einkaufen mit Köpfchen;1;7;2,25
101;8d5fa29fe8c72f29836cd8d088ca55c8_t1;t1;experimentalGroup;49bc87bb-f17b-436a-a229-426859713391;Foodwaste;3;Klimagesetz ## Bioprodukte ## Einkaufen mit Köpfchen;;Foodwaste;1;7;2,25
102;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;302345a6-592f-4b21-b9d8-1cb09cd30303;Nur noch elektroautos;-2;Grösserer Stromverbrauch  ## Realistischer Zeitrahmen ## Klimagesetz ## Teuerung ## Weiterschauend;"Es wird schon noch normale geben aber diese würden extrem teuer werden
";"Nur noch elektroautos  Es wird schon noch normale geben aber diese würden extrem teuer werden
";0;3;-0,111111111
103;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;6a1a720d-5112-4be9-ba0d-e90a1a5231b2;Grösserer Stromverbrauch;10;Nur noch elektroautos  ## Teuerung;Jetzt gerade importieren wir schon strom aber ich glaube würde es mehr Elektroautos geben müsste man wieder auf Atomenergie gehen;Grösserer Stromverbrauch  Jetzt gerade importieren wir schon strom aber ich glaube würde es mehr Elektroautos geben müsste man wieder auf Atomenergie gehen;0;3;-0,111111111
104;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;d49154c9-e5d3-49f8-80da-d320cf856fe7;Neue Heizungen;2;Realistischer Zeitrahmen ## Klimagesetz ## Teuerung;Ich finde Heizungen welche mit Strom betrieben werden sowieso besser und es macht uns weniger abhängig von anderen Ländern;Neue Heizungen  Ich finde Heizungen welche mit Strom betrieben werden sowieso besser und es macht uns weniger abhängig von anderen Ländern;0;3;-0,111111111
105;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;4aba4838-97a6-45ea-928a-3fe32d000905;Klimaschutz;3;Starke Befürwortung ## Klimagesetz ## Weiterschauend;Man macht endlich wieder etwas für das Klima und versucht es zu schützen;Klimaschutz Man macht endlich wieder etwas für das Klima und versucht es zu schützen;0;3;-0,111111111
106;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;c1d6658b-6f46-47ca-9c65-166ba674c2d7;Realistischer Zeitrahmen;1;Nur noch elektroautos  ## Neue Heizungen;Ich habe dass Gefühl es ist realistisch zu denken dass man neue Heizungen und bessere Elektroautos hat bis 2050;Realistischer Zeitrahmen Ich habe dass Gefühl es ist realistisch zu denken dass man neue Heizungen und bessere Elektroautos hat bis 2050;0;3;-0,111111111
107;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;07381224-8c71-41a2-b29e-772ea38f44c2;Starke Befürwortung;10;Klimaschutz;Ich habe das Gefühl es werden die meisten Jungen ja dazu sagen, was auch fair ist weil wir ja damit leben müssen;Starke Befürwortung Ich habe das Gefühl es werden die meisten Jungen ja dazu sagen, was auch fair ist weil wir ja damit leben müssen;0;3;-0,111111111
108;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;e34fb047-8406-4ec4-a196-d65c4fbcb256;Klimagesetz;0;Nur noch elektroautos  ## Neue Heizungen  ## Klimaschutz;;Klimagesetz;0;3;-0,111111111
109;a0887b6ab088429194fba58773289fa6_t1;t1;experimentalGroup;187029e3-c363-4667-b590-16e74a409e62;Teuerung;-2;Nur noch elektroautos  ## Grösserer Stromverbrauch  ## Neue Heizungen;Bis jetzt sind die Umweltfreundlichen Alternativen massiv teurer und ich denke der Strom wird auch massiv teurer.;Teuerung Bis jetzt sind die Umweltfreundlichen Alternativen massiv teurer und ich denke der Strom wird auch massiv teurer.;0;3;-0,111111111
